,source_station_id,target_station_id,route_id,x_source,y_source,x_target,y_target,lon_source,lat_source,lon_target,lat_target,direction
8,place-coecl,place-prmnl,green-e,156.0660172,91.92388151,148.9949494,84.85281368999999,-71.077447,42.349974,-71.077447,42.349974,0
9,place-prmnl,place-symcl,green-e,148.9949494,84.85281368999999,148.9949494,64.85281368999999,-71.081696,42.34557,-71.081696,42.34557,0
10,place-symcl,place-nuniv,green-e,148.9949494,64.85281368999999,141.92388160000002,57.78174587999999,-71.085056,42.342687,-71.085056,42.342687,0
11,place-nuniv,place-mfa,green-e,141.92388160000002,57.78174587999999,134.85281369999998,50.71067807,-71.088806,42.340401,-71.088806,42.340401,0
12,place-mfa,place-lngmd,green-e,134.85281369999998,50.71067807,127.7817459,43.6396103,-71.095512,42.337711,-71.095512,42.337711,0
13,place-lngmd,place-brmnl,green-e,127.7817459,43.6396103,120.7106781,36.5685424,-71.100052,42.33596,-71.100052,42.33596,0
14,place-brmnl,place-fenwd,green-e,120.7106781,36.5685424,113.6396103,29.497474599999997,-71.104609,42.334229,-71.104609,42.334229,0
15,place-fenwd,place-mispk,green-e,113.6396103,29.497474599999997,106.5685425,22.42640679999999,-71.105728,42.333706,-71.105728,42.333706,0
16,place-mispk,place-rvrwy,green-e,106.5685425,22.42640679999999,99.49747468,15.35533899999999,-71.109756,42.333195,-71.109756,42.333195,0
17,place-rvrwy,place-bckhl,green-e,99.49747468,15.35533899999999,92.42640687,8.284271199999989,-71.111931,42.331684,-71.111931,42.331684,0
18,place-bckhl,place-hsmnl,green-e,92.42640687,8.284271199999989,85.35533905999999,1.213203399999987,-71.111313,42.330139,-71.111313,42.330139,0
21,place-kencl,place-fenwy,green-d,136.0660172,91.92388151,121.9238816,77.78174588,-71.095169,42.348949,-71.095169,42.348949,0
22,place-fenwy,place-longw,green-d,121.9238816,77.78174588,114.85281369999998,70.71067807,-71.104213,42.345403,-71.104213,42.345403,0
23,place-longw,place-bvmnl,green-d,114.85281369999998,70.71067807,107.7817459,63.63961026,-71.109956,42.341702,-71.109956,42.341702,0
24,place-bvmnl,place-brkhl,green-d,107.7817459,63.63961026,100.7106781,56.56854245,-71.116857,42.332608,-71.116857,42.332608,0
25,place-brkhl,place-bcnfd,green-d,100.7106781,56.56854245,93.63961031,49.49747463,-71.126683,42.331316,-71.126683,42.331316,0
26,place-bcnfd,place-rsmnl,green-d,93.63961031,49.49747463,86.56854249,42.4264068,-71.140455,42.335765,-71.140455,42.335765,0
27,place-rsmnl,place-chhil,green-d,86.56854249,42.4264068,79.49747468,35.35533899999999,-71.148758,42.335088,-71.148758,42.335088,0
28,place-chhil,place-newto,green-d,79.49747468,35.35533899999999,72.42640687,28.28427119999999,-71.164699,42.326753,-71.164699,42.326753,0
29,place-newto,place-newtn,green-d,72.42640687,28.28427119999999,65.35533906,21.213203399999987,-71.192414,42.329443,-71.192414,42.329443,0
30,place-newtn,place-eliot,green-d,65.35533906,21.213203399999987,58.28427125,14.142135600000003,-71.205509,42.322381,-71.205509,42.322381,0
31,place-eliot,place-waban,green-d,58.28427125,14.142135600000003,51.21320344,7.071067800000002,-71.216684,42.319045,-71.216684,42.319045,0
32,place-waban,place-woodl,green-d,51.21320344,7.071067800000002,44.142135620000005,0.0,-71.230609,42.325845,-71.230609,42.325845,0
33,place-woodl,place-river,green-d,44.142135620000005,0.0,34.14213562,0.0,-71.243362,42.332902,-71.243362,42.332902,0
34,place-kencl,place-smary,green-c,136.0660172,91.92388151,116.0660172,91.92388151,-71.095169,42.348949,-71.095169,42.348949,0
35,place-smary,place-hwsst,green-c,116.0660172,91.92388151,108.9949494,98.99494932,-71.107353,42.345974,-71.107353,42.345974,0
36,place-hwsst,place-kntst,green-c,108.9949494,98.99494932,101.9238816,106.06601713,-71.111145,42.344906,-71.111145,42.344906,0
37,place-kntst,place-stpul,green-c,101.9238816,106.06601713,91.92388155,106.06601713,-71.114197,42.344074,-71.114197,42.344074,0
38,place-stpul,place-cool,green-c,91.92388155,106.06601713,84.85281373999999,98.99494932,-71.116997,42.343327,-71.116997,42.343327,0
39,place-cool,place-sumav,green-c,84.85281373999999,98.99494932,77.78174593,91.92388151,-71.121263,42.342116,-71.121263,42.342116,0
40,place-sumav,place-bndhl,green-c,77.78174593,91.92388151,70.71067812,84.85281368999999,-71.12561,42.34111,-71.12561,42.34111,0
41,place-bndhl,place-fbkst,green-c,70.71067812,84.85281368999999,63.63961031,77.78174588,-71.129082,42.340023,-71.129082,42.340023,0
42,place-fbkst,place-bcnwa,green-c,63.63961031,77.78174588,56.56854249,70.71067807,-71.131073,42.339725,-71.131073,42.339725,0
43,place-bcnwa,place-tapst,green-c,56.56854249,70.71067807,49.49747468,63.63961026,-71.13533,42.339394,-71.13533,42.339394,0
44,place-tapst,place-denrd,green-c,49.49747468,63.63961026,42.42640687,56.56854245,-71.138702,42.338459,-71.138702,42.338459,0
45,place-denrd,place-engav,green-c,42.42640687,56.56854245,35.35533906,49.49747463,-71.141853,42.337807,-71.141853,42.337807,0
46,place-engav,place-clmnl,green-c,35.35533906,49.49747463,25.35533906,49.49747463,-71.14566,42.336971,-71.14566,42.336971,0
47,place-kencl,place-bland,green-b,136.0660172,91.92388151,128.9949494,98.99494932,-71.095169,42.348949,-71.095169,42.348949,0
48,place-bland,place-buest,green-b,128.9949494,98.99494932,121.9238816,106.06601713,-71.100258,42.349293,-71.100258,42.349293,0
49,place-buest,place-bucen,green-b,121.9238816,106.06601713,114.85281369999998,113.13708494,-71.103889,42.349735,-71.103889,42.349735,0
54,place-babck,place-brico,green-b,100.7106781,127.27922056,93.63961031,134.35028838,-71.119924,42.351616,-71.119924,42.351616,0
55,place-brico,place-harvd,green-b,93.63961031,134.35028838,83.63961031000001,134.35028838,-71.125031,42.351967,-71.125031,42.351967,0
56,place-harvd,place-grigg,green-b,83.63961031000001,134.35028838,73.63961031000001,134.35028838,-71.131355,42.350243,-71.131355,42.350243,0
57,place-grigg,place-alsgr,green-b,73.63961031000001,134.35028838,66.5685425,127.279220568,-71.134949,42.348545,-71.134949,42.348545,0
58,place-alsgr,place-wrnst,green-b,66.5685425,127.279220568,59.49747469000002,120.20815276,-71.137955,42.348701,-71.137955,42.348701,0
59,place-wrnst,place-wascm,green-b,59.49747469000002,120.20815276,52.426406880000016,113.13708494,-71.140457,42.348343,-71.140457,42.348343,0
60,place-wascm,place-sthld,green-b,52.426406880000016,113.13708494,45.355339070000014,106.06601713,-71.142853,42.343864,-71.142853,42.343864,0
61,place-sthld,place-chswk,green-b,45.355339070000014,106.06601713,38.28427125000002,98.99494932,-71.146202,42.341614,-71.146202,42.341614,0
62,place-chswk,place-chill,green-b,38.28427125000002,98.99494932,31.21320344000001,91.92388151,-71.150711,42.340805,-71.150711,42.340805,0
63,place-chill,place-sougr,green-b,31.21320344000001,91.92388151,24.142135630000013,84.85281369999998,-71.15316,42.338169,-71.15316,42.338169,0
64,place-sougr,place-lake,green-b,24.142135630000013,84.85281369999998,14.142135630000013,84.85281369999998,-71.157661,42.3396,-71.157661,42.3396,0
21,place-bbsta,place-tumnl,orange,171.92388157000005,63.63961026,178.99494938000004,70.71067807,-71.075727,42.34735,-71.075727,42.34735,1
22,place-ccmnl,place-sull,orange,207.27922063,118.99494932,207.27922063,128.99494932,-71.069533,42.373622,-71.069533,42.373622,1
23,place-chncl,place-dwnxg,orange,186.0660172,77.78174587999999,193.13708501,84.85281369999998,-71.062752,42.352547,-71.062752,42.352547,1
24,place-dwnxg,place-state,orange,193.13708501,84.85281369999998,200.20815282,91.92388151,-71.060225,42.355518,-71.060225,42.355518,1
25,place-forhl,place-grnst,orange,122.42640689,14.142135620000005,129.49747470200003,21.21320341999999,-71.113943,42.300713,-71.113943,42.300713,1
26,place-grnst,place-sbmnl,orange,129.49747470200003,21.21320341999999,136.56854251,28.28427121999999,-71.107414,42.310525,-71.107414,42.310525,1
27,place-haecl,place-north,orange,200.2081528,106.06601713,200.2081528,116.06601713,-71.05829,42.363021,-71.05829,42.363021,1
28,place-jaksn,place-rcmnl,orange,143.63961033000004,35.35533901999999,150.71067814000003,42.42640682,-71.099592,42.323132,-71.099592,42.323132,1
29,place-masta,place-bbsta,orange,164.85281376000003,56.56854242,171.92388157000005,63.63961026,-71.083423,42.341512,-71.083423,42.341512,1
30,place-mlmnl,place-ogmnl,orange,207.27922063,158.99494932,207.27922063,168.99494932,-71.07411,42.426632,-71.07411,42.426632,1
31,place-north,place-ccmnl,orange,200.2081528,116.06601713,207.27922063,118.99494932,-71.06129,42.365577,-71.06129,42.365577,1
32,place-rcmnl,place-rugg,orange,150.71067814000003,42.42640682,157.78174595000002,49.49747461999999,-71.095451,42.331397,-71.095451,42.331397,1
33,place-rugg,place-masta,orange,157.78174595000002,49.49747461999999,164.85281376000003,56.56854242,-71.088961,42.336377,-71.088961,42.336377,1
34,place-sbmnl,place-jaksn,orange,136.56854251,28.28427121999999,143.63961033000004,35.35533901999999,-71.104248,42.317062,-71.104248,42.317062,1
35,place-state,place-haecl,orange,200.20815282,91.92388151,200.2081528,106.06601713,-71.057598,42.358978,-71.057598,42.358978,1
37,place-tumnl,place-chncl,orange,178.99494938000004,70.71067807,186.0660172,77.78174587999999,-71.063917,42.349662,-71.063917,42.349662,1
38,place-welln,place-mlmnl,orange,207.27922063,148.99494932,207.27922063,158.99494932,-71.077082,42.40237,-71.077082,42.40237,1
39,place-aport,place-wimnl,blue,224.35028849000005,91.92388151,231.42135629,98.99494932,-71.030395,42.374262,-71.030395,42.374262,1
40,place-aqucl,place-mvbcl,blue,207.27922063,84.85281369999998,217.27922063,84.85281369999998,-71.051652,42.359784,-71.051652,42.359784,1
41,place-bmmnl,place-rbmnl,blue,252.63455969000003,120.20815276,259.70562749000004,127.27922057,-70.992319,42.397542,-70.992319,42.397542,1
42,place-bomnl,place-gover,blue,186.0660172,106.06601713,193.137085,98.99494932,-71.062037,42.361365,-71.062037,42.361365,1
43,place-gover,place-state,blue,193.137085,98.99494932,200.20815282,91.92388151,-71.059215,42.359705,-71.059215,42.359705,1
44,place-mvbcl,place-aport,blue,217.27922063,84.85281369999998,224.35028849000005,91.92388151,-71.03953,42.369119,-71.03953,42.369119,1
45,place-orhte,place-sdmnl,blue,238.49242409,106.06601713,245.56349189,113.13708494,-71.004736,42.386867,-71.004736,42.386867,1
46,place-rbmnl,place-wondl,blue,259.70562749000004,127.27922057,266.77669529,134.35028838,-70.992533,42.407843,-70.992533,42.407843,1
47,place-sdmnl,place-bmmnl,blue,245.56349189,113.13708494,252.63455969000003,120.20815276,-70.997123,42.390501,-70.997123,42.390501,1
48,place-state,place-aqucl,blue,200.20815282,91.92388151,207.27922063,84.85281369999998,-71.057598,42.358978,-71.057598,42.358978,1
49,place-wimnl,place-orhte,blue,231.42135629,98.99494932,238.49242409,106.06601713,-71.022865,42.37964,-71.022865,42.37964,1
0,place-lech,place-unsqu,green-d,186.0660172,130.20815275,176.06601720970923,130.20815275,-71.076584,42.371572,-71.076584,42.371572,1
1,place-lech,place-esomr,green-e,186.0660172,130.20815275,178.9949494,137.27922056000003,-71.076584,42.371572,-71.076584,42.371572,1
2,place-esomr,place-gilmn,green-e,178.9949494,137.27922056000003,171.9238816,144.35028837000004,-71.086625,42.379467,-71.086625,42.379467,1
3,place-gilmn,place-mgngl,green-e,171.9238816,144.35028837000004,164.85281379999998,151.42135618000006,-71.096766,42.387928,-71.096766,42.387928,1
4,place-mgngl,place-balsq,green-e,164.85281379999998,151.42135618000006,157.78174599999997,158.49242399000008,-71.106388,42.393682,-71.106388,42.393682,1
5,place-balsq,place-mdftf,green-e,157.78174599999997,158.49242399000008,150.71067819999996,165.5634918000001,-71.111003,42.399889,-71.111003,42.399889,1
0,place-astao,place-welln,orange,207.27922063,138.99494932,207.27922063,148.99494932,-71.077257,42.392811,-71.077257,42.392811,1
1,place-sull,place-astao,orange,207.27922063,128.99494932,207.27922063,138.99494932,-71.076994,42.383975,-71.076994,42.383975,1
0,place-amory,place-bucen,green-b,107.7817459,120.20815275,114.85281369999998,113.13708494,-71.114748,42.350992,-71.114748,42.350992,1
1,place-babck,place-amory,green-b,100.7106781,127.27922056,107.7817459,120.20815275,-71.119924,42.351616,-71.119924,42.351616,1
8,place-prmnl,place-coecl,green-e,148.9949494,84.85281368999999,156.0660172,91.92388151,-71.081696,42.34557,-71.081696,42.34557,1
9,place-symcl,place-prmnl,green-e,148.9949494,64.85281368999999,148.9949494,84.85281368999999,-71.085056,42.342687,-71.085056,42.342687,1
10,place-nuniv,place-symcl,green-e,141.92388160000002,57.78174587999999,148.9949494,64.85281368999999,-71.088806,42.340401,-71.088806,42.340401,1
11,place-mfa,place-nuniv,green-e,134.85281369999998,50.71067807,141.92388160000002,57.78174587999999,-71.095512,42.337711,-71.095512,42.337711,1
12,place-lngmd,place-mfa,green-e,127.7817459,43.6396103,134.85281369999998,50.71067807,-71.100052,42.33596,-71.100052,42.33596,1
13,place-brmnl,place-lngmd,green-e,120.7106781,36.5685424,127.7817459,43.6396103,-71.104609,42.334229,-71.104609,42.334229,1
14,place-fenwd,place-brmnl,green-e,113.6396103,29.497474599999997,120.7106781,36.5685424,-71.105728,42.333706,-71.105728,42.333706,1
15,place-mispk,place-fenwd,green-e,106.5685425,22.42640679999999,113.6396103,29.497474599999997,-71.109756,42.333195,-71.109756,42.333195,1
16,place-rvrwy,place-mispk,green-e,99.49747468,15.35533899999999,106.5685425,22.42640679999999,-71.111931,42.331684,-71.111931,42.331684,1
17,place-bckhl,place-rvrwy,green-e,92.42640687,8.284271199999989,99.49747468,15.35533899999999,-71.111313,42.330139,-71.111313,42.330139,1
18,place-hsmnl,place-bckhl,green-e,85.35533905999999,1.213203399999987,92.42640687,8.284271199999989,-71.110252,42.328316,-71.110252,42.328316,1
21,place-fenwy,place-kencl,green-d,121.9238816,77.78174588,136.0660172,91.92388151,-71.104213,42.345403,-71.104213,42.345403,1
22,place-longw,place-fenwy,green-d,114.85281369999998,70.71067807,121.9238816,77.78174588,-71.109956,42.341702,-71.109956,42.341702,1
23,place-bvmnl,place-longw,green-d,107.7817459,63.63961026,114.85281369999998,70.71067807,-71.116857,42.332608,-71.116857,42.332608,1
24,place-brkhl,place-bvmnl,green-d,100.7106781,56.56854245,107.7817459,63.63961026,-71.126683,42.331316,-71.126683,42.331316,1
25,place-bcnfd,place-brkhl,green-d,93.63961031,49.49747463,100.7106781,56.56854245,-71.140455,42.335765,-71.140455,42.335765,1
26,place-rsmnl,place-bcnfd,green-d,86.56854249,42.4264068,93.63961031,49.49747463,-71.148758,42.335088,-71.148758,42.335088,1
27,place-chhil,place-rsmnl,green-d,79.49747468,35.35533899999999,86.56854249,42.4264068,-71.164699,42.326753,-71.164699,42.326753,1
28,place-newto,place-chhil,green-d,72.42640687,28.28427119999999,79.49747468,35.35533899999999,-71.192414,42.329443,-71.192414,42.329443,1
29,place-newtn,place-newto,green-d,65.35533906,21.213203399999987,72.42640687,28.28427119999999,-71.205509,42.322381,-71.205509,42.322381,1
30,place-eliot,place-newtn,green-d,58.28427125,14.142135600000003,65.35533906,21.213203399999987,-71.216684,42.319045,-71.216684,42.319045,1
31,place-waban,place-eliot,green-d,51.21320344,7.071067800000002,58.28427125,14.142135600000003,-71.230609,42.325845,-71.230609,42.325845,1
32,place-woodl,place-waban,green-d,44.142135620000005,0.0,51.21320344,7.071067800000002,-71.243362,42.332902,-71.243362,42.332902,1
33,place-river,place-woodl,green-d,34.14213562,0.0,44.142135620000005,0.0,-71.252685,42.337352,-71.252685,42.337352,1
34,place-smary,place-kencl,green-c,116.0660172,91.92388151,136.0660172,91.92388151,-71.107353,42.345974,-71.107353,42.345974,1
35,place-hwsst,place-smary,green-c,108.9949494,98.99494932,116.0660172,91.92388151,-71.111145,42.344906,-71.111145,42.344906,1
36,place-kntst,place-hwsst,green-c,101.9238816,106.06601713,108.9949494,98.99494932,-71.114197,42.344074,-71.114197,42.344074,1
37,place-stpul,place-kntst,green-c,91.92388155,106.06601713,101.9238816,106.06601713,-71.116997,42.343327,-71.116997,42.343327,1
38,place-cool,place-stpul,green-c,84.85281373999999,98.99494932,91.92388155,106.06601713,-71.121263,42.342116,-71.121263,42.342116,1
39,place-sumav,place-cool,green-c,77.78174593,91.92388151,84.85281373999999,98.99494932,-71.12561,42.34111,-71.12561,42.34111,1
40,place-bndhl,place-sumav,green-c,70.71067812,84.85281368999999,77.78174593,91.92388151,-71.129082,42.340023,-71.129082,42.340023,1
41,place-fbkst,place-bndhl,green-c,63.63961031,77.78174588,70.71067812,84.85281368999999,-71.131073,42.339725,-71.131073,42.339725,1
42,place-bcnwa,place-fbkst,green-c,56.56854249,70.71067807,63.63961031,77.78174588,-71.13533,42.339394,-71.13533,42.339394,1
43,place-tapst,place-bcnwa,green-c,49.49747468,63.63961026,56.56854249,70.71067807,-71.138702,42.338459,-71.138702,42.338459,1
44,place-denrd,place-tapst,green-c,42.42640687,56.56854245,49.49747468,63.63961026,-71.141853,42.337807,-71.141853,42.337807,1
45,place-engav,place-denrd,green-c,35.35533906,49.49747463,42.42640687,56.56854245,-71.14566,42.336971,-71.14566,42.336971,1
46,place-clmnl,place-engav,green-c,25.35533906,49.49747463,35.35533906,49.49747463,-71.149326,42.336142,-71.149326,42.336142,1
47,place-bland,place-kencl,green-b,128.9949494,98.99494932,136.0660172,91.92388151,-71.100258,42.349293,-71.100258,42.349293,1
48,place-buest,place-bland,green-b,121.9238816,106.06601713,128.9949494,98.99494932,-71.103889,42.349735,-71.103889,42.349735,1
49,place-bucen,place-buest,green-b,114.85281369999998,113.13708494,121.9238816,106.06601713,-71.106865,42.350082,-71.106865,42.350082,1
50,place-brico,place-babck,green-b,93.63961031,134.35028838,100.7106781,127.27922056,-71.125031,42.351967,-71.125031,42.351967,1
51,place-harvd,place-brico,green-b,83.63961031000001,134.35028838,93.63961031,134.35028838,-71.131355,42.350243,-71.131355,42.350243,1
52,place-grigg,place-harvd,green-b,73.63961031000001,134.35028838,83.63961031000001,134.35028838,-71.134949,42.348545,-71.134949,42.348545,1
53,place-alsgr,place-grigg,green-b,66.5685425,127.279220568,73.63961031000001,134.35028838,-71.137955,42.348701,-71.137955,42.348701,1
54,place-wrnst,place-alsgr,green-b,59.49747469000002,120.20815276,66.5685425,127.279220568,-71.140457,42.348343,-71.140457,42.348343,1
55,place-wascm,place-wrnst,green-b,52.426406880000016,113.13708494,59.49747469000002,120.20815276,-71.142853,42.343864,-71.142853,42.343864,1
56,place-sthld,place-wascm,green-b,45.355339070000014,106.06601713,52.426406880000016,113.13708494,-71.146202,42.341614,-71.146202,42.341614,1
57,place-chswk,place-sthld,green-b,38.28427125000002,98.99494932,45.355339070000014,106.06601713,-71.150711,42.340805,-71.150711,42.340805,1
58,place-chill,place-chswk,green-b,31.21320344000001,91.92388151,38.28427125000002,98.99494932,-71.15316,42.338169,-71.15316,42.338169,1
59,place-sougr,place-chill,green-b,24.142135630000013,84.85281369999998,31.21320344000001,91.92388151,-71.157661,42.3396,-71.157661,42.3396,1
60,place-lake,place-sougr,green-b,14.142135630000013,84.85281369999998,24.142135630000013,84.85281369999998,-71.166769,42.340081,-71.166769,42.340081,1
82,place-tumnl,place-bbsta,orange,178.99494938000004,70.71067807,171.92388157000005,63.63961026,-71.063917,42.349662,-71.063917,42.349662,0
83,place-sull,place-ccmnl,orange,207.27922063,128.99494932,207.27922063,118.99494932,-71.076994,42.383975,-71.076994,42.383975,0
84,place-dwnxg,place-chncl,orange,193.13708501,84.85281369999998,186.0660172,77.78174587999999,-71.060225,42.355518,-71.060225,42.355518,0
85,place-state,place-dwnxg,orange,200.20815282,91.92388151,193.13708501,84.85281369999998,-71.057598,42.358978,-71.057598,42.358978,0
86,place-grnst,place-forhl,orange,129.49747470200003,21.21320341999999,122.42640689,14.142135620000005,-71.107414,42.310525,-71.107414,42.310525,0
87,place-sbmnl,place-grnst,orange,136.56854251,28.28427121999999,129.49747470200003,21.21320341999999,-71.104248,42.317062,-71.104248,42.317062,0
88,place-north,place-haecl,orange,200.2081528,116.06601713,200.2081528,106.06601713,-71.06129,42.365577,-71.06129,42.365577,0
89,place-rcmnl,place-jaksn,orange,150.71067814000003,42.42640682,143.63961033000004,35.35533901999999,-71.095451,42.331397,-71.095451,42.331397,0
90,place-bbsta,place-masta,orange,171.92388157000005,63.63961026,164.85281376000003,56.56854242,-71.075727,42.34735,-71.075727,42.34735,0
91,place-ogmnl,place-mlmnl,orange,207.27922063,168.99494932,207.27922063,158.99494932,-71.071097,42.43668,-71.071097,42.43668,0
92,place-ccmnl,place-north,orange,207.27922063,118.99494932,200.2081528,116.06601713,-71.069533,42.373622,-71.069533,42.373622,0
93,place-rugg,place-rcmnl,orange,157.78174595000002,49.49747461999999,150.71067814000003,42.42640682,-71.088961,42.336377,-71.088961,42.336377,0
94,place-masta,place-rugg,orange,164.85281376000003,56.56854242,157.78174595000002,49.49747461999999,-71.083423,42.341512,-71.083423,42.341512,0
95,place-jaksn,place-sbmnl,orange,143.63961033000004,35.35533901999999,136.56854251,28.28427121999999,-71.099592,42.323132,-71.099592,42.323132,0
96,place-haecl,place-state,orange,200.2081528,106.06601713,200.20815282,91.92388151,-71.05829,42.363021,-71.05829,42.363021,0
97,place-chncl,place-tumnl,orange,186.0660172,77.78174587999999,178.99494938000004,70.71067807,-71.062752,42.352547,-71.062752,42.352547,0
98,place-mlmnl,place-welln,orange,207.27922063,158.99494932,207.27922063,148.99494932,-71.07411,42.426632,-71.07411,42.426632,0
